1621733400.0,19.62400000,19.62400000,19.38200000,19.39600000,5174.55800000,1621734299999,100839.56568500,362,2145.39900000,41845.21304200,0
1621734300.0,19.39600000,19.41200000,19.09900000,19.10100000,14283.38700000,1621735199999,275282.78196400,500,7904.73600000,152440.13915100,0
1621735200.0,19.11600000,19.17100000,19.06200000,19.06200000,6409.69700000,1621736099999,122496.15988900,288,3011.77000000,57546.28152900,0
1621736100.0,19.06900000,19.15400000,18.82700000,18.88400000,15071.39500000,1621736999999,285439.69428800,1407,3898.10600000,73816.46188900,0
1621737000.0,18.86200000,19.06800000,18.80800000,18.85000000,18683.90900000,1621737899999,352615.19898300,1882,5888.57300000,111168.13724400,0
1621737900.0,18.87600000,18.93900000,18.77200000,18.84400000,8851.54800000,1621738799999,166716.63446900,1110,2420.03000000,45617.88812700,0
1621738800.0,18.82600000,18.92300000,18.73000000,18.82200000,5815.17500000,1621739699999,109334.05716800,658,3179.79400000,59805.80753400,0
1621739700.0,18.82300000,19.10800000,18.71800000,18.89400000,4782.57700000,1621740599999,90587.31335900,480,2339.60200000,44356.86681500,0
1621740600.0,18.88000000,19.34700000,18.85000000,19.28400000,5271.47000000,1621741499999,101024.73175700,314,3434.33500000,65860.06628000,0
1621741500.0,19.26400000,19.35000000,19.18500000,19.29600000,5914.45600000,1621742399999,114067.03368800,259,3260.59600000,62878.10251200,0
1621742400.0,19.25300000,19.33200000,18.96900000,19.19500000,10520.66700000,1621743299999,201811.61774000,663,5985.51700000,114978.93599300,0
1621743300.0,19.17200000,19.17200000,18.89500000,18.99800000,9296.94500000,1621744199999,176526.70559300,833,5510.57600000,104636.69673800,0
1621744200.0,18.99800000,18.99800000,18.68700000,18.95500000,6298.02600000,1621745099999,118549.19395100,504,3056.07900000,57537.64605300,0
1621745100.0,18.94400000,19.05700000,18.76100000,19.05300000,10042.36200000,1621745999999,189975.71331700,724,6526.49800000,123558.62094000,0
1621746000.0,19.02800000,19.02800000,18.43400000,18.55900000,25746.80500000,1621746899999,479698.09210500,1015,8384.94700000,156313.82047400,0
1621746900.0,18.53000000,18.77300000,18.40000000,18.70400000,17712.61600000,1621747799999,327798.90840100,755,9585.23600000,177369.35849300,0
1621747800.0,18.71800000,18.94400000,18.68200000,18.87200000,19777.18500000,1621748699999,372316.29460500,612,9344.77600000,175785.01367800,0
1621748700.0,18.85800000,18.86400000,18.66700000,18.72600000,8316.49400000,1621749599999,155995.24337500,375,3756.82800000,70452.81814600,0
1621749600.0,18.72500000,18.92400000,18.46800000,18.64000000,21351.72600000,1621750499999,398232.20785600,1124,9555.82800000,178678.23732300,0
1621750500.0,18.61400000,18.62500000,18.26000000,18.38500000,29038.98200000,1621751399999,534143.98821200,1217,10728.10700000,197657.55182000,0
1621751400.0,18.40400000,18.57300000,18.20500000,18.33600000,33716.30900000,1621752299999,618447.62091200,1468,11319.36500000,208074.50273100,0
1621752300.0,18.32500000,18.50000000,18.26800000,18.49000000,36375.61500000,1621753199999,666925.75482400,2583,14408.46300000,264568.80356000,0
1621753200.0,18.47300000,18.51700000,18.29600000,18.30100000,34907.81100000,1621754099999,643400.17749200,1028,11809.13600000,217861.79120100,0
1621754100.0,18.31000000,18.31000000,17.78900000,17.97500000,61181.13400000,1621754999999,1100048.56967500,3467,24152.85300000,433627.19050500,0
1621755000.0,17.98100000,18.04700000,17.61000000,17.63900000,33634.50200000,1621755899999,597789.58997400,1436,13917.48500000,247388.88119400,0
1621755900.0,17.63000000,17.75500000,17.15400000,17.57500000,85371.54200000,1621756799999,1486516.38003800,3273,42162.29000000,735203.10319400,0
1621756800.0,17.58600000,17.60200000,17.00000000,17.02900000,73960.51800000,1621757699999,1267427.05387900,3100,23622.59400000,406247.96436700,0
1621757700.0,17.00300000,17.60000000,17.00000000,17.36700000,77284.92200000,1621758599999,1331263.52571900,3721,34968.68800000,606014.58637300,0
1621758600.0,17.36600000,17.36600000,16.72300000,16.78200000,85264.95400000,1621759499999,1449203.46809500,2754,31469.10700000,534686.30801100,0
1621759500.0,16.75000000,16.82800000,15.89700000,16.31600000,176704.46600000,1621760399999,2876940.43945000,5825,68873.25800000,1122309.99620700,0
1621760400.0,16.31600000,16.66900000,15.91100000,16.07700000,71642.77700000,1621761299999,1168666.93175400,4116,33574.16300000,548979.79307100,0
1621761300.0,16.07700000,16.54000000,15.90000000,16.50900000,67678.97000000,1621762199999,1096277.29369200,3226,37519.00600000,609360.78322500,0
1621762200.0,16.50900000,16.59900000,16.08700000,16.10800000,44824.46800000,1621763099999,734165.51849800,2363,18635.99600000,305540.44165400,0
1621763100.0,16.11600000,16.22200000,15.57700000,15.71100000,75791.60500000,1621763999999,1202064.16563900,3027,36817.67100000,584872.85755900,0
1621764000.0,15.69200000,16.13000000,15.57700000,16.04900000,55394.47400000,1621764899999,882435.25660900,3793,31974.77300000,510350.37156900,0
1621764900.0,16.01000000,16.36800000,15.94300000,16.36400000,46671.99100000,1621765799999,757469.18179500,2630,28066.11900000,455449.33717800,0
1621765800.0,16.36800000,16.70600000,16.20100000,16.54800000,58146.89000000,1621766699999,960625.87262800,2382,25107.24700000,415152.63465500,0
1621766700.0,16.57100000,16.67000000,16.10000000,16.12000000,25744.52000000,1621767599999,422352.97032300,1475,12146.99700000,199381.03002000,0
1621767600.0,16.10300000,16.35500000,16.03000000,16.13200000,42700.68100000,1621768499999,692385.58097200,1965,29454.73300000,477655.13436300,0
1621768500.0,16.15300000,16.33900000,15.67000000,15.92300000,196923.91400000,1621769399999,3142102.89264800,5527,56869.53600000,909054.50425300,0
1621769400.0,15.92900000,16.14700000,15.74700000,16.02100000,71166.06400000,1621770299999,1138066.86474800,3713,47921.31000000,767079.01628800,0
1621770300.0,16.02000000,16.02600000,15.60800000,15.67600000,44406.35600000,1621771199999,700207.54762600,1737,17954.04200000,282976.64232600,0
